id,ra,dec,X_IMAGE,Y_IMAGE,g1_gmix,g2_gmix,T_gmix,flux_gmix,g1_MC,g2_MC,g1_Rinv,g2_Rinv,T_mcal,flux_mcal
23.0,289.4133584525329,-32.97361574579969,4771.0000,4553.5601,0.6149036020579148,-0.588445979756732,186.69682760493498,71900.25535464245,0.027840142059211058,-0.03148875174631183,-0.03732237518152743,0.012795020678915027,15.07343347482288,2352.64963930978
24.0,289.41468136015754,-32.97359066889923,4751.0000,4554.0000,-99999.0,-99999.0,-99999.0,-99999.0,0.027840142059211058,-0.03148875174631183,-0.03732237518152743,0.012795020678915027,15.07343347482288,2352.64963930978
25.0,289.419567611459,-32.97366646981184,4680.9985,4552.3721,-99999.0,-99999.0,-99999.0,-99999.0,0.027840142059211058,-0.03148875174631183,-0.03732237518152743,0.012795020678915027,15.07343347482288,2352.64963930978
26.0,289.4207869947232,-32.97365158433758,4663.0000,4553.0000,-99999.0,-99999.0,-99999.0,-99999.0,0.027840142059211058,-0.03148875174631183,-0.03732237518152743,0.012795020678915027,15.07343347482288,2352.64963930978
27.0,289.4271395210254,-32.97365548703015,4570.0000,4553.0000,-99999.0,-99999.0,-99999.0,-99999.0,0.027840142059211058,-0.03148875174631183,-0.03732237518152743,0.012795020678915027,15.07343347482288,2352.64963930978
28.0,289.43906700764177,-32.97368691932734,4395.0000,4552.5601,0.9868777490808105,0.0687088467596464,1752.9291375245562,10094.561189015327,0.41379452768482705,0.3351606434635363,-0.05647277313162266,-0.003541568765368566,798.8318503174315,6299.632488708469
29.0,289.44363699818376,-32.97372108985813,4328.0000,4552.0000,-99999.0,-99999.0,-99999.0,-99999.0,0.41379452768482705,0.3351606434635363,-0.05647277313162266,-0.003541568765368566,798.8318503174315,6299.632488708469
30.0,289.44716938984925,-32.97372261745617,4276.0000,4552.0000,0.018535032253555205,0.027579720911123217,0.07493766007774437,930.6817995300329,0.23562265416726066,-0.025934704074508194,-0.05293431170373853,0.0009526872875049749,25.917246551011193,1051.8029356692552
31.0,289.4558464381892,-32.97372594776807,4149.0000,4552.0000,-99999.0,-99999.0,-99999.0,-99999.0,0.08544840996277185,-0.0036665766579199403,-0.049920414931573835,0.0016204978562889757,76.37983847457173,4278.769830471889
32.0,289.48062163932383,-32.973792310415284,3783.0000,4550.5850,-99999.0,-99999.0,-99999.0,-99999.0,0.08544840996277185,-0.0036665766579199403,-0.049920414931573835,0.0016204978562889757,76.37983847457173,4278.769830471889
33.0,289.4919973031826,-32.9738478095231,3619.0000,4550.0000,-99999.0,-99999.0,-99999.0,-99999.0,0.08544840996277185,-0.0036665766579199403,-0.049920414931573835,0.0016204978562889757,76.37983847457173,4278.769830471889
34.0,289.49279574346315,-32.973847562799776,3606.5029,4550.0000,-0.4441117819313466,0.16420059770373144,0.09243415154328086,337.51467232027375,0.08041798347689075,-0.12204235315865063,-0.051611519299594,0.004558600600888716,42.80728504731555,1712.6143749765936
35.0,289.50046962739503,-32.97384829262108,3496.0000,4550.0000,-99999.0,-99999.0,-99999.0,-99999.0,0.08041798347689075,-0.12204235315865063,-0.051611519299594,0.004558600600888716,42.80728504731555,1712.6143749765936
