No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
113,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084152.83-172550.9</a>",130.47010,-17.43084,IrS,48763.00,0.162655,SUN,,3.444,1,0,18,3,1,0,0
155,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084146.15-173347.1</a>",130.44231,-17.56311,IrS,48774.00,0.162691,SUN,,4.705,1,0,12,2,1,0,0
281,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084210.72-173611.9</a>",130.54463,-17.60338,IrS,48778.00,0.162706,SUN,,8.912,1,0,18,3,1,0,0
287,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084213.79-173608.0</a>",130.55747,-17.60223,IrS,48780.00,0.162711,SUN,,9.322,1,0,12,2,1,0,0
100,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084200.40-173008.8</a>",130.50169,-17.50227,IrS,48786.00,0.162733,SUN,,3.109,1,0,18,3,1,0,0
65,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 073</a>",130.46233,-17.44833,G,48798.00,0.162773,SUN,,2.308,1,0,0,1,1,0,0
187,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 239</a>",130.53302,-17.53910,G,48810.00,0.162811,SUN,,5.731,1,0,0,1,1,0,0
149,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 182</a>",130.50659,-17.54026,G,48810.00,0.162811,SUN,,4.614,1,0,0,1,1,0,0
267,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084215.54-173420.6</a>",130.56451,-17.57241,IrS,48813.00,0.162823,SUN,,8.37,1,0,18,3,1,0,0
181,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084157.86-173410.3</a>",130.49112,-17.56954,IrS,48838.00,0.162905,SUN,,5.576,1,0,12,2,1,0,0
239,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084153.16-172204.9</a>",130.47151,-17.36803,IrS,48844.00,0.162926,SUN,,7.126,1,0,12,2,1,0,0
288,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 146</a>",130.48817,-17.63769,G,48845.00,0.162928,SUN,,9.408,1,0,0,1,1,0,0
30,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J08415287-1728046</a>",130.47025,-17.46797,G,48867.00,0.163003,SUN,16.8R,1.53,5,0,15,5,2,2,0
101,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084200.90-172912.5</a>",130.50508,-17.48724,UvS,48876.00,0.163033,SUN,,3.13,1,0,16,3,1,0,0
85,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084154.35-172650.4</a>",130.47650,-17.44735,IrS,48881.00,0.163049,SUN,,2.711,1,0,12,2,1,0,0
40,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084150.69-172733.7</a>",130.46125,-17.45937,IrS,48885.00,0.163062,SUN,,1.663,1,0,12,2,1,0,0
79,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 122</a>",130.47885,-17.45156,G,48893.00,0.163088,SUN,,2.587,1,0,0,1,1,0,0
127,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084204.02-172755.7</a>",130.51677,-17.46550,IrS,48897.00,0.163102,SUN,,3.974,1,0,12,2,1,0,0
321,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084224.07-173639.0</a>",130.60033,-17.61085,IrS,48898.00,0.163107,SUN,,11.423,1,0,12,2,1,0,0
252,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 141</a>",130.48563,-17.60588,G,48900.00,0.163114,SUN,,7.522,1,0,0,1,1,0,0
200,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084208.44-173237.4</a>",130.53519,-17.54374,IrS,48947.00,0.163268,SUN,,5.992,1,0,12,2,1,0,0
199,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 236</a>",130.53279,-17.54630,G,48978.00,0.163374,SUN,,5.975,1,0,0,1,1,0,0
10,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084151.76-172907.0</a>",130.46569,-17.48530,IrS,49000.00,0.163446,SUN,,0.873,1,0,12,2,1,0,0
286,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084204.70-173733.4</a>",130.51940,-17.62583,IrS,49008.00,0.163473,SUN,,9.321,1,0,18,3,1,0,0
18,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 090</a>",130.46636,-17.47088,G,49014.00,0.163492,SUN,,1.248,1,0,0,1,1,0,0
165,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084201.02-173304.1</a>",130.50428,-17.55116,IrS,49058.00,0.163641,SUN,,5.021,1,0,12,2,1,0,0
183,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 262</a>",130.54747,-17.49898,G,49059.00,0.163644,SUN,,5.615,1,0,0,1,1,0,0
57,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084156.28-172954.4</a>",130.48452,-17.49846,IrS,49083.00,0.163723,SUN,,2.109,1,0,12,2,1,0,0
107,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084148.12-172544.1</a>",130.45054,-17.42893,IrS,49099.00,0.163775,SUN,,3.369,1,0,12,2,1,0,0
179,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084211.03-173005.7</a>",130.54591,-17.50156,IrS,49101.00,0.163782,SUN,,5.553,1,0,18,3,1,0,0
235,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084207.14-173433.8</a>",130.52981,-17.57605,IrS,49108.00,0.163806,SUN,,7.101,1,0,18,3,1,0,0
195,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084155.41-172328.9</a>",130.48090,-17.39126,IrS,49129.00,0.163878,SUN,,5.893,1,0,18,3,1,0,0
310,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASS J08421442-1737311</a>",130.56012,-17.62531,IrS,49131.00,0.163883,SUN,,10.496,1,0,6,2,1,0,0
319,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084209.23-173909.9</a>",130.53856,-17.65280,IrS,49138.00,0.163906,SUN,,11.255,1,0,18,3,1,0,0
95,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 152</a>",130.49122,-17.51783,G,49143.00,0.163923,SUN,,3.051,1,0,0,1,1,0,0
322,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 251</a>",130.54006,-17.65549,G,49143.00,0.163925,SUN,,11.438,1,0,0,1,1,0,0
210,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084156.39-172305.9</a>",130.48498,-17.38499,IrS,49161.00,0.163985,SUN,,6.323,1,0,12,2,1,0,0
178,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084205.72-173244.1</a>",130.52382,-17.54558,IrS,49168.00,0.164006,SUN,,5.551,1,0,18,3,1,0,0
86,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 010</a>",130.42197,-17.44873,G,49171.00,0.164016,SUN,,2.722,1,0,0,1,1,0,0
3,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 044</a>",130.44553,-17.48782,G,49193.00,0.16409,SUN,,0.325,1,0,0,1,1,0,0
38,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASS J08415361-1728071</a>",130.47338,-17.46864,IrS,49215.00,0.164165,SUN,,1.643,1,0,6,2,1,0,0
138,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084145.44-172447.5</a>",130.43937,-17.41320,IrS,49236.00,0.164232,SUN,,4.359,1,0,12,2,1,0,0
278,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084211.99-173548.3</a>",130.54997,-17.59676,IrS,49272.00,0.164355,SUN,,8.794,1,0,12,2,1,0,0
51,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084151.53-172723.7</a>",130.46473,-17.45659,IrS,49283.00,0.16439,SUN,,1.895,1,0,12,2,1,0,0
27,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 022</a>",130.43373,-17.50386,G,49294.00,0.164427,SUN,,1.477,1,0,0,1,1,0,0
54,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084145.87-172712.4</a>",130.44114,-17.45345,IrS,49313.00,0.164489,SUN,,1.971,1,0,12,2,1,0,0
186,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 156</a>",130.49329,-17.57064,G,49336.00,0.164566,SUN,,5.689,1,0,0,1,1,0,0
309,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084216.42-173707.9</a>",130.56844,-17.61887,IrS,49344.00,0.164595,SUN,,10.489,1,0,12,2,1,0,0
61,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084145.04-172703.2</a>",130.43766,-17.45080,IrS,49405.00,0.164798,SUN,,2.183,1,0,18,3,1,0,0
308,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 313</a>",130.59413,-17.59111,G,49418.00,0.164841,SUN,,10.395,1,0,0,1,1,0,0
276,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 241</a>",130.53514,-17.60563,G,49430.00,0.164882,SUN,,8.706,1,0,0,1,1,0,0
1,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 051</a>",130.44964,-17.48551,G,49440.00,0.164915,SUN,,0.052,1,0,0,1,1,0,0
8,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 079</a>",130.46395,-17.48498,G,49467.00,0.165003,SUN,,0.774,1,0,0,1,1,0,0
177,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084146.07-172338.2</a>",130.44198,-17.39399,IrS,49474.00,0.165026,SUN,,5.487,1,0,18,3,1,0,0
62,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084143.12-173056.9</a>",130.42969,-17.51582,IrS,49485.00,0.165063,SUN,,2.193,1,0,12,2,1,0,0
17,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084153.21-172921.0</a>",130.47173,-17.48918,IrS,49558.00,0.165308,SUN,,1.244,1,0,12,2,1,0,0
146,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 224</a>",130.52655,-17.50497,G,49565.00,0.16533,SUN,,4.516,1,0,0,1,1,0,0
19,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084153.11-172928.5</a>",130.47129,-17.49125,IrS,49585.00,0.165398,SUN,,1.25,1,0,12,2,1,0,0
21,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084148.72-172752.2</a>",130.45310,-17.46430,IrS,49684.00,0.165727,SUN,,1.256,1,0,18,3,1,0,0
130,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 133</a>",130.48220,-17.42503,G,49711.00,0.165819,SUN,,4.036,1,0,0,1,1,0,0
158,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 154</a>",130.49268,-17.41539,G,49797.00,0.166106,SUN,,4.83,1,0,0,1,1,0,0
264,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084202.95-173629.6</a>",130.51230,-17.60823,IrS,49846.00,0.166269,SUN,,8.193,1,0,12,2,1,0,0
114,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 180</a>",130.50471,-17.45991,G,49866.00,0.166336,SUN,,3.454,1,0,0,1,1,0,0
207,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 249</a>",130.53922,-17.54473,G,49892.00,0.166423,SUN,,6.214,1,0,0,1,1,0,0
213,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 273</a>",130.55269,-17.52671,G,49910.00,0.166482,SUN,,6.362,1,0,0,1,1,0,0
78,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084141.85-172703.9</a>",130.42438,-17.45109,IrS,49941.00,0.166585,SUN,,2.526,1,0,12,2,1,0,0
6,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084150.12-172840.7</a>",130.45886,-17.47774,IrS,50004.00,0.166796,SUN,,0.653,1,0,18,3,1,0,0
52,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084144.75-172722.5</a>",130.43649,-17.45627,IrS,50007.00,0.166804,SUN,,1.904,1,0,12,2,1,0,0
249,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 202</a>",130.51533,-17.59340,G,50012.00,0.166823,SUN,,7.485,1,0,0,1,1,0,0
84,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084145.92-172627.5</a>",130.44136,-17.44100,IrS,50012.00,0.166823,SUN,,2.696,1,0,12,2,1,0,0
223,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 240</a>",130.53304,-17.56460,G,50019.00,0.166847,SUN,,6.716,1,0,0,1,1,0,0
160,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 084</a>",130.46525,-17.56562,G,50080.00,0.16705,SUN,,4.906,1,0,0,1,1,0,0
49,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084155.78-172906.6</a>",130.48242,-17.48517,IrS,50089.00,0.16708,SUN,,1.831,1,0,12,2,1,0,0
16,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084143.28-172916.5</a>",130.43037,-17.48792,IrS,50114.00,0.167162,SUN,,1.161,1,0,12,2,1,0,0
173,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084151.02-172349.1</a>",130.46276,-17.39693,IrS,50185.00,0.1674,SUN,,5.336,1,0,18,3,1,0,0
304,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 291</a>",130.56868,-17.61079,G,50189.00,0.167412,SUN,,10.132,1,0,0,1,1,0,0
125,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 205</a>",130.51795,-17.47332,G,50211.00,0.167486,SUN,,3.928,1,0,0,1,1,0,0
91,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 097</a>",130.47060,-17.44058,G,50278.00,0.16771,SUN,,2.909,1,0,0,1,1,0,0
13,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084145.93-172811.9</a>",130.44141,-17.46998,IrS,50297.00,0.167772,SUN,,1.043,1,0,12,2,1,0,0
94,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084159.65-172747.7</a>",130.49854,-17.46327,IrS,50299.00,0.167781,SUN,,3.049,1,0,12,2,1,0,0
263,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084205.06-173612.3</a>",130.52102,-17.60337,IrS,50302.00,0.167788,SUN,,8.165,1,0,18,3,1,0,0
31,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PSZ1 0818</a>",130.46454,-17.46305,GClstr,50365.00,0.168,UUN,,1.549,3,0,0,2,2,0,0
108,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084155.59-173158.0</a>",130.48165,-17.53280,IrS,50385.00,0.168065,SUN,,3.374,1,0,18,3,1,0,0
50,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PSZRX G241.97+14.86</a>",130.47937,-17.49962,XrayS,50575.00,0.1687,SST,,1.872,1,0,0,1,1,0,0
35,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411</a>",130.47792,-17.48472,GClstr,50575.00,0.1687,SUN,17.3J,1.573,50,0,0,9,8,0,0
96,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PSZ2 G241.98+14.87</a>",130.50050,-17.50297,GClstr,50575.00,0.1687,UUN,,3.06,5,0,0,3,3,0,0
191,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084148.08-172316.7</a>",130.45035,-17.38797,IrS,50584.00,0.168729,SUN,,5.827,1,0,12,2,1,0,0
28,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 030</a>",130.43762,-17.46283,G,50584.00,0.16873,SUN,,1.523,1,0,0,1,1,0,0
272,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 148</a>",130.48964,-17.62392,G,50691.00,0.169087,SUN,,8.627,1,0,0,1,1,0,0
175,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 131</a>",130.48117,-17.57124,G,50787.00,0.169408,SUN,,5.461,1,0,0,1,1,0,0
176,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084204.83-173248.4</a>",130.52040,-17.54713,UvS,50796.00,0.169438,SUN,,5.467,1,0,16,3,1,0,0
137,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 217</a>",130.52353,-17.46606,G,50863.00,0.16966,SUN,,4.336,1,0,0,1,1,0,0
152,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084205.47-173114.4</a>",130.52283,-17.52067,IrS,50903.00,0.169793,SUN,,4.661,1,0,12,2,1,0,0
164,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 081</a>",130.46476,-17.56714,G,50949.00,0.169949,SUN,,4.992,1,0,0,1,1,0,0
240,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 117</a>",130.47737,-17.60180,G,51053.00,0.170294,SUN,,7.171,1,0,0,1,1,0,0
15,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084146.12-172803.7</a>",130.44220,-17.46770,IrS,51063.00,0.170327,SUN,,1.144,1,0,12,2,1,0,0
290,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 255</a>",130.54326,-17.61530,G,51095.00,0.170435,SUN,,9.447,1,0,0,1,1,0,0
157,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084205.24-173137.6</a>",130.52206,-17.52741,UvS,51129.00,0.170547,SUN,,4.822,1,0,16,3,1,0,0
56,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084150.73-172710.9</a>",130.46140,-17.45304,IrS,51156.00,0.170638,SUN,,2.022,1,0,12,2,1,0,0
111,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084200.74-172732.5</a>",130.50296,-17.45906,G,51310.00,0.171153,SUN,,3.388,2,0,32,6,2,2,0
206,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 276</a>",130.55420,-17.51323,G,51338.00,0.171244,SUN,,6.174,1,0,0,1,1,0,0
46,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASS J08415360-1730194</a>",130.47337,-17.50540,IrS,51402.00,0.171459,SUN,,1.791,1,0,6,2,1,0,0
232,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084216.51-173041.4</a>",130.56878,-17.51154,IrS,51446.00,0.171607,SUN,,6.956,1,0,34,4,1,0,0
215,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084213.73-173112.0</a>",130.55726,-17.52001,IrS,51628.00,0.172211,SUN,,6.462,1,0,18,3,1,0,0
251,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 293</a>",130.56931,-17.53802,G,51750.00,0.172619,SUN,,7.507,1,0,0,1,1,0,0
102,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 181</a>",130.50559,-17.49105,G,51815.00,0.172836,SUN,,3.177,1,0,0,1,1,0,0
80,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 135</a>",130.48252,-17.51548,G,52343.00,0.174599,SUN,,2.588,1,0,0,1,1,0,0
166,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 185</a>",130.50796,-17.55002,G,52409.00,0.174816,SUN,,5.101,1,0,0,1,1,0,0
150,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 126</a>",130.48034,-17.41352,G,53259.00,0.177654,SUN,,4.622,1,0,0,1,1,0,0
292,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 310</a>",130.58913,-17.57480,G,53298.00,0.177784,SUN,,9.589,1,0,0,1,1,0,0
71,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 034</a>",130.44098,-17.44682,G,55376.00,0.184716,SUN,,2.359,1,0,0,1,1,0,0
55,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084142.60-173037.4</a>",130.42754,-17.51039,IrS,55862.00,0.186336,SUN,,2.005,1,0,12,2,1,0,0
185,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 223</a>",130.52535,-17.54713,G,61266.00,0.204361,SUN,,5.678,1,0,0,1,1,0,0
227,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 175</a>",130.50358,-17.58617,G,62807.00,0.2095,SUN,,6.785,1,0,0,1,1,0,0
64,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084140.14-173023.1</a>",130.41738,-17.50652,IrS,64547.00,0.215307,SUN,,2.287,1,0,18,3,1,0,0
119,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084153.43-173236.0</a>",130.47263,-17.54334,IrS,64558.00,0.215342,SUN,,3.719,1,0,12,2,1,0,0
188,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084207.15-173239.6</a>",130.52980,-17.54435,IrS,64677.00,0.21574,SUN,,5.768,1,0,12,2,1,0,0
248,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084159.32-173605.3</a>",130.49718,-17.60148,IrS,64686.00,0.215769,SUN,,7.478,1,0,12,2,1,0,0
284,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084219.72-173413.7</a>",130.58220,-17.57047,IrS,64876.00,0.216404,SUN,,9.115,1,0,12,2,1,0,0
221,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 189</a>",130.50973,-17.58032,G,64954.00,0.216662,SUN,,6.645,1,0,0,1,1,0,0
316,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 311</a>",130.58957,-17.61058,G,64989.00,0.216779,SUN,,10.957,1,0,0,1,1,0,0
301,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 285</a>",130.56661,-17.60677,G,77302.00,0.257853,SUN,,9.874,1,0,0,1,1,0,0
68,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084144.42-172656.6</a>",130.43509,-17.44913,UvS,77713.00,0.259224,SUN,,2.329,1,0,16,3,1,0,0
97,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084152.98-172615.9</a>",130.47078,-17.43775,IrS,77795.00,0.259495,SUN,,3.069,1,0,12,2,1,0,0
104,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 004</a>",130.41003,-17.44509,G,81117.00,0.270576,SUN,,3.332,1,0,0,1,1,0,0
314,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 304</a>",130.58346,-17.61223,G,87528.00,0.291963,SUN,,10.776,1,0,0,1,1,0,0
