,wavelengths,transmission
377,677,1.4582885343440335e-05
378,678,1.7299111352428077e-05
379,679,4.6797734949701174e-05
380,680,0.0004331988857109994
381,681,0.0005349941618434025
382,682,0.00032924755612455733
383,683,2.8202345732202658e-05
384,684,1.644421416056829e-05
385,685,1.4438849702964724e-05
386,686,1.4349729397376744e-05
387,687,1.4256138563214048e-05
388,688,1.4155912180215203e-05
389,689,1.4050679041168842e-05
390,690,1.394427542649182e-05
391,691,1.712605957134773e-05
392,692,1.8839077605910278e-05
393,693,1.3719002613732778e-05
394,694,1.3642562630638752e-05
395,695,1.356422660599543e-05
396,696,1.3484574550697234e-05
397,697,1.340438382910014e-05
398,698,1.284975917302359e-05
399,699,7.474520580466784e-06
400,700,1.541709146200318e-05
401,701,1.6527335686355855e-05
402,702,1.2984383812651005e-05
403,703,1.2430824377119646e-05
404,704,7.218479658050107e-06
405,705,1.0638593235128476e-05
406,706,1.263146362468602e-05
407,707,1.2544100568135422e-05
408,708,1.2915639679415067e-05
409,709,1.777958148461043e-05
410,710,1.014271946606755e-05
411,711,8.979101572937947e-06
412,712,1.0403472250578161e-05
413,713,6.426401820068402e-06
414,714,1.1105039495488715e-05
415,715,7.769542190471092e-06
416,716,5.813895445714066e-06
417,717,7.350880904786677e-06
418,718,1.1404680740838709e-05
419,719,1.1292075946174754e-05
420,720,7.3928627553604e-06
421,721,8.222185197342096e-06
422,722,1.1073735293077592e-05
423,723,1.1021025296193017e-05
424,724,1.0970420101744397e-05
425,725,1.092083056692574e-05
426,726,1.0877063558054682e-05
427,727,1.0833961506186801e-05
428,728,1.0791954216098185e-05
429,729,1.0749967395894211e-05
430,730,1.0707108405745012e-05
431,731,1.0612660748936867e-05
432,732,9.040720903021974e-06
433,733,5.214021290479551e-06
434,734,5.168064417734732e-06
435,735,8.61616293163808e-06
436,736,1.0155261679714429e-05
437,737,1.0065908228943963e-05
438,738,9.564063111705974e-06
439,739,5.519845141089727e-06
440,740,4.896905255605402e-06
441,741,7.237658734739158e-06
442,742,9.718396235113851e-06
443,743,9.682919075376216e-06
444,744,9.646195782467755e-06
445,745,9.610691032924753e-06
446,746,9.576077045534548e-06
447,747,8.179585783661879e-06
448,748,5.163089407151847e-06
449,749,8.937958934908353e-06
450,750,9.380021832334406e-06
451,751,9.287060122989831e-06
452,752,7.905485610748278e-06
453,753,4.9763608676322025e-06
454,754,8.586212732433102e-06
455,755,9.046671156866729e-06
456,756,8.988682283120173e-06
457,757,8.930628141642015e-06
458,758,8.872425366177806e-06
459,759,8.817808679889322e-06
460,760,8.777727747419822e-06
461,761,8.728788855027773e-06
462,762,8.67418288026961e-06
463,763,8.26205414140381e-06
464,764,4.781586223206978e-06
465,765,7.195250892762322e-06
466,766,6.422188837289026e-06
467,767,5.422880084800546e-06
468,768,8.390160230859443e-06
469,769,8.345348775075556e-06
470,770,5.454111088475904e-06
471,771,4.136872510723062e-06
472,772,5.302861719787934e-06
473,773,8.5736127412496e-06
474,774,1.1826776216210162e-05
475,775,9.457410554872948e-06
476,776,8.149286259549848e-06
477,777,6.964320697908117e-06
478,778,4.0509269448209875e-06
479,779,4.039115780837755e-06
480,780,4.0272787066654215e-06
481,781,5.958904430470935e-06
482,782,7.985582572963192e-06
483,783,7.951791992971289e-06
484,784,7.91752170080782e-06
485,785,7.883079460375627e-06
486,786,7.84913668413125e-06
487,787,6.697875454642997e-06
488,788,3.889094887142148e-06
489,789,3.871382175511098e-06
490,790,6.496907837121988e-06
491,791,5.801680858920185e-06
492,792,4.899211673126036e-06
493,793,7.575827158129331e-06
494,794,7.531019233642356e-06
495,795,7.484798008992404e-06
496,796,5.6309259311829615e-06
497,797,4.752014808680859e-06
498,798,7.344985035341366e-06
499,799,7.297758997633031e-06
500,800,7.250407473736157e-06
501,801,7.235246373402424e-06
502,802,7.219862440595587e-06
503,803,7.205057107069458e-06
504,804,7.188955787757035e-06
505,805,4.716040499087724e-06
506,806,5.312349939856031e-06
507,807,7.136060443914535e-06
508,808,7.116329677952295e-06
509,809,7.095341499659853e-06
510,810,7.075223886619842e-06
511,811,7.065410024994057e-06
512,812,6.142733214809502e-06
513,813,3.707911749524994e-06
514,814,6.4989153884414965e-06
515,815,7.022174419633785e-06
516,816,5.474560422052303e-06
517,817,4.309214870888932e-06
518,818,6.977082500810991e-06
519,819,6.959078866495105e-06
520,820,6.940116104329608e-06
521,821,6.816885718294582e-06
522,822,6.693700743918797e-06
523,823,6.571365197993179e-06
524,824,6.443453265262161e-06
525,825,6.3155282479862415e-06
526,826,6.1870081873245055e-06
527,827,6.05775963720403e-06
528,828,5.928094809324004e-06
529,829,5.796394517101166e-06
530,830,4.069408980214528e-06
531,831,3.875774698692623e-06
532,832,5.748441438804689e-06
533,833,5.7871974527647605e-06
534,834,5.82396050474812e-06
535,835,5.859628569305038e-06
536,836,5.89356523322268e-06
537,837,5.925380510533716e-06
538,838,5.955512981297177e-06
539,839,5.984319976462255e-06
540,840,6.010959067179788e-06
541,841,5.0058498972614075e-06
542,842,3.192997384712993e-06
543,843,5.400216721547007e-06
544,844,3.664679229134861e-06
545,845,4.0709647440976465e-06
546,846,4.631590898493705e-06
547,847,2.8335738030770163e-06
548,848,4.830305701755065e-06
549,849,5.063533411754591e-06
550,850,3.823774687682084e-06
551,851,3.0517508619937726e-06
552,852,4.784885049355114e-06
553,853,4.69751215218477e-06
554,854,3.1431356174410513e-06
555,855,3.2362501990690744e-06
556,856,4.434957719102175e-06
557,857,4.348273869034406e-06
558,858,4.262295720961954e-06
559,859,4.176885823117405e-06
560,860,4.091377046306395e-06
561,861,4.068006229689213e-06
562,862,4.044685270671796e-06
563,863,4.020201183263366e-06
564,864,3.996006758814906e-06
565,865,2.548413711263719e-06
566,866,5.15953763145494e-07
567,867,1.9082725640735907e-06
568,868,3.433413553104753e-06
569,869,3.868811135029318e-06
570,870,3.8425214385078235e-06
571,871,3.797207568893861e-06
572,872,3.7511873693066234e-06
573,873,3.705330229095258e-06
574,874,3.6601646880060033e-06
575,875,4.203950514541913e-06
576,876,5.137673521770015e-06
577,877,3.6721667925280852e-06
578,878,3.481681770749991e-06
579,879,3.4379280793436324e-06
580,880,3.394929620686752e-06
581,881,3.2956993845853675e-06
582,882,3.198125513692919e-06
583,883,3.1019980520545153e-06
584,884,3.0066805172081472e-06
585,885,2.912435706317753e-06
586,886,2.8196229843410667e-06
587,887,2.72790266083183e-06
588,888,2.6382138562554845e-06
589,889,2.549621084467545e-06
590,890,2.4619807998212304e-06
591,891,2.4370976216647698e-06
592,892,2.4127219873482005e-06
593,893,1.633878358722136e-06
594,894,1.6861283724928167e-06
595,895,2.340139092436257e-06
596,896,2.3165928866871722e-06
597,897,2.2938488576540996e-06
598,898,2.270738156907047e-06
599,899,1.797904784115226e-06
600,900,1.5494436443944449e-06
601,901,3.290406647893925e-06
602,902,3.2753897169391384e-06
603,903,2.6179746670936487e-06
604,904,2.1425311245472337e-06
605,905,2.12273926600598e-06
606,906,2.103147716134908e-06
607,907,1.2931721842011829e-06
608,908,2.1743458649292934e-06
609,909,2.71260810457391e-06
610,910,2.0270743299963792e-06
611,911,1.9786402492581085e-06
612,912,1.2237514548417453e-06
613,913,9.42492028001676e-07
614,914,9.195215076296631e-07
615,915,1.1088226565059515e-06
616,916,2.4718596863748062e-06
617,917,1.954335504676583e-06
618,918,2.0773196815036984e-06
619,919,2.1874268510998615e-06
620,920,1.6486080758444221e-06
621,921,2.247829394347088e-06
622,922,2.8317524534537203e-06
623,923,2.679617591694475e-06
624,924,2.0509811892626655e-06
625,925,1.485257452257377e-06
626,926,1.467929612370577e-06
627,927,1.4510820347848309e-06
628,928,1.434415836010462e-06
629,929,1.4178166402701917e-06
630,930,1.4015847866801426e-06
631,931,1.3864881416545524e-06
632,932,1.3715618464156897e-06
633,933,1.356542526762484e-06
634,934,1.341877709829725e-06
635,935,1.3283700127523693e-06
636,936,1.3112484923132827e-06
637,937,1.296324029238574e-06
638,938,1.2808291653857184e-06
639,939,1.386034693975757e-06
640,940,1.8653618308390566e-06
641,941,1.3594471493476296e-06
642,942,1.2040311114661162e-06
643,943,1.1821121239287476e-06
644,944,1.2563651036695295e-06
645,945,1.68342244750687e-06
646,946,1.6742661915289738e-06
647,947,1.6412381026721492e-06
648,948,1.607973854208963e-06
649,949,1.5765455755240458e-06
650,950,1.5481144081045948e-06
651,951,1.1452433100584904e-06
652,952,9.87222916370916e-07
653,953,9.662947582680696e-07
654,954,9.44633106279536e-07
655,955,9.24044339160057e-07
656,956,9.040742028131829e-07
657,957,6.637151807839373e-07
658,958,5.586401158442089e-07
659,959,8.445426417308693e-07
660,960,8.24871292168094e-07
661,961,8.149124231843468e-07
662,962,8.049192766647045e-07
663,963,7.949518614082993e-07
664,964,8.093252513426399e-07
665,965,1.1070773224609543e-06
666,966,1.147806359223797e-06
667,967,9.6460175501419e-07
668,968,7.459787428140729e-07
669,969,7.231002537331001e-07
670,970,4.251224256687094e-07
671,971,5.838549238913998e-07
672,972,8.586603478519926e-07
673,973,9.755790071739261e-07
674,974,6.921471776522471e-07
675,975,6.836598288861674e-07
676,976,4.7280293225172257e-07
677,977,4.6511928564222824e-07
678,978,7.214816439662137e-07
679,979,9.718234908838912e-07
680,980,9.653098883845718e-07
681,981,1.1338672143150604e-06
682,982,1.020709183069476e-06
683,983,6.169891610221288e-07
684,984,6.083242388446654e-07
685,985,5.99812763274129e-07
686,986,5.913594565604682e-07
687,987,5.829212309177031e-07
688,988,5.74549319785946e-07
689,989,5.664099292959564e-07
690,990,5.581659104130766e-07
691,991,6.934521551431846e-07
692,992,8.128610078337652e-07
693,993,8.307577832277513e-07
694,994,1.027730077684733e-06
695,995,1.0366458865681429e-06
696,996,1.0210036249021293e-06
697,997,1.0055383236732279e-06
698,998,9.691771660053242e-07
699,999,7.605406570009149e-07
700,1000,7.201184760709241e-07
701,1001,7.225404040759788e-07
702,1002,6.611409296819978e-07
703,1003,4.852426181547476e-07
704,1004,4.872012736492696e-07
705,1005,4.894282842323603e-07
706,1006,4.917803703588124e-07
707,1007,4.942422037400822e-07
708,1008,4.968513145454153e-07
709,1009,4.997038045455803e-07
710,1010,5.027267841536446e-07
711,1011,3.998803661435352e-07
712,1012,3.634255147265299e-07
713,1013,7.710423927495438e-07
714,1014,9.824338918952517e-07
715,1015,8.85473236058624e-07
716,1016,7.870977717730964e-07
717,1017,7.440010781546639e-07
718,1018,5.388730108268796e-07
719,1019,5.384573245400264e-07
720,1020,5.435342581448852e-07
721,1021,4.4793268528267127e-07
722,1022,3.219008924380288e-07
723,1023,5.473714244952714e-07
724,1024,5.659315121263445e-07
725,1025,5.720857870536757e-07
726,1026,5.784806469731772e-07
727,1027,6.247789354083547e-07
728,1028,8.674072964815365e-07
729,1029,8.995111927246539e-07
730,1030,9.111336527700244e-07
731,1031,8.259649280820166e-07
732,1032,6.578854839777826e-07
733,1033,9.182832224274768e-07
734,1034,5.128042199206037e-07
735,1035,4.875117435690232e-07
736,1036,6.619219220730194e-07
737,1037,6.728567827240887e-07
738,1038,6.840875474908741e-07
739,1039,6.961686355495027e-07
740,1040,7.088536889248405e-07
741,1041,8.177072628446895e-07
742,1042,1.0836796116141844e-06
743,1043,8.063370137294897e-07
744,1044,7.665924771772715e-07
745,1045,7.826545951695509e-07
746,1046,7.992600692552048e-07
747,1047,8.163819288160993e-07
748,1048,8.344423154803941e-07
749,1049,8.52807797641262e-07
750,1050,8.719056609936815e-07
751,1051,9.867874156357497e-07
752,1052,1.3676130195326562e-06
753,1053,1.026764688035653e-06
754,1054,9.574053711715556e-07
755,1055,9.81679718056731e-07
756,1056,9.129596568558922e-07
757,1057,5.286465084604986e-07
758,1058,9.421357777854969e-07
759,1059,1.0885636860705051e-06
760,1060,1.1175615622233742e-06
761,1061,1.1476182330262138e-06
762,1062,1.179061672775349e-06
763,1063,1.210809244633123e-06
764,1064,9.025376613911209e-07
765,1065,8.547994731558478e-07
766,1066,1.2182325669696463e-06
767,1067,7.162123526032056e-07
768,1068,1.1751100188426357e-06
769,1069,1.3930175689697335e-06
770,1070,1.2001921237415082e-06
771,1071,8.052130055430688e-07
772,1072,1.4157246586804276e-06
773,1073,1.5236512829376039e-06
774,1074,1.559170910067951e-06
775,1075,1.596304006656684e-06
776,1076,1.6349776532792987e-06
777,1077,1.6752529111294479e-06
778,1078,1.7159262014997755e-06
779,1079,1.7581135852807573e-06
780,1080,1.5656419198640155e-06
781,1081,9.705533952185587e-07
782,1082,1.7467991358437563e-06
783,1083,1.3080540914791433e-06
784,1084,1.4294952867673397e-06
785,1085,2.0300791371274635e-06
786,1086,2.078718932411457e-06
787,1087,2.1309073997125568e-06
788,1088,1.5047228453191956e-06
789,1089,1.1188336222220478e-06
790,1090,1.3870549550142003e-06
791,1091,2.3494547813569243e-06
792,1092,2.411129255648573e-06
793,1093,1.7353566316861577e-06
794,1094,8.240481051902195e-07
795,1095,5.858422867539238e-07
796,1096,2.594231478943426e-06
797,1097,2.7299275199813405e-06
798,1098,2.8002543380265196e-06
799,1099,2.3495510154777653e-06
800,1100,1.5141380935187033e-06
